beer_id,brewery_id,style,date,user_id,appearance,aroma,palate,taste,overall,rating,text,beer_nbr_ratings,beer_nbr_reviews,avg,abv,user_nbr_ratings,user_nbr_reviews,user_joined,user_location,brewery_location,brewery_nbr_beers,true_serving_type
1013,345,American Double / Imperial Stout,1228215600,sholland119.38560,4.0,4.5,4.0,4.5,5.0,4.52,"One of the first really good craft beers I ever had, I can't believe I have never reviewed it. So I picked up an extra while grabbing one to trade.A-An opaque jet black with a creamy tan head and nice lacing.S-Complex and appealing. Dark chocolate, caramel, toffee and a very strong hop presence.T-Starts off with a nice sweetness, mostly chocolate and caramel, fading into a roasty bitterness reminiscent of coffee. A very solid hop kick finishes it off.M-Creamy, moderately rich, could be a bit more viscous maybe.D-Well, I have finished a growler of this myself in a day so there you go. I also learned that day that I have a mild allergy to some component of this beer. So by the end of the growler I was having a hard time breathing. I would recommend sharing with friends, loved ones or even strangers if needed. Or just step away from the growler. I would like one now actually.HV",5913,2642,4.1,9.1,1264,1046,1126173600.0,"United States, Pennsylvania","United States, Pennsylvania",317,bottle
38470,147,American Black Ale,1190196000,doomcifer.48386,4.0,5.0,4.0,5.0,4.0,4.64,"Appearance - pours a very dark brew with a nice tan head that retains very well. Nice lacing to boot.Smell - WOW! Smells like an absolutely amazing DIPA. Very piny, sweet malts, grassy, hops, hops, hops...extremely floral, grapefruit, tropical notes...absolutely intense!!!!Taste - Again, WOW! Is this beer really dark?! lol Tastes like an amazing DIPA, again...Very piny, citrusy, tropical notes, great malt backbone to balance the extreme hop presence, tremendous depth...mild alcohol burn. Amazing.Mouthfeel - Velvety, good body, active carbonation...nice.Drinkability - This beer is so damn enjoyable, that alone makes me wanna drink more than only one bomber. The abv% obviously hinders how much one can drink of this gem of a beer, but boy, is it tempting.",5924,1913,4.2,8.7,1425,371,1131706800.0,"United States, Rhode Island","United States, California",671,bottle
1798,655,English Pale Ale,1238493600,epicness.288608,4.5,2.5,2.5,2.5,3.0,2.72,"It's great when you pour this beer and watch the cascading, but after that it's pretty downhill.It's not a bad beer, but definitely not a good one.It's pretty forgettable.A - The cascading rocks.The beer pours a pale golden color with a beautiful creamy (cool whip almost) white head.S - Nothing to grabby on the smell. Has a very pale dull smell to it.T - The taste is very dull and uneventful. Almost watery. Infact I probably would have rather had just drank a bottle of water.. I wouldn't have spilled it all over when I opened it... and I'm convinced due to it being in the can, that's where you get this metallic aftertaste. UGH!M - I was a little disappointed when I felt in my mouth. I thought it would be a lot creamier and heavier after I got a look at the head.D - It's actually pretty drinkable because of the watered down taste.I'd really like to drink this on tap though. I'm sure it'd be a much better way to taste it.",2816,1130,3.19,4.7,76,76,1232190000.0,"United States, New York",England,3,can
20762,173,American Barleywine,1171105200,vurt.5737,2.0,4.0,2.0,2.5,3.0,2.88,"12 oz. bottle of the 2006 Doggie Claws, purchased from Hi-Time Cellars of Costa Mesa in January 2007.A- Before I pop the top, I can see a full quarter inch of murky sediment at the bottom of the bottle. As I open the bottle, there is hardly any indication of carbonation. This significantly viscous beer pours cloudy and still into my Piraat tulip and eventually clears up as it warms. The color starts as a mellow, peachy orange and deepens to a ruddy burnt orange. A vigorous swirl yields a thin skin of foam the color of white pepper.S- A big, piney hop aroma cuts through a foundation of malt, burnt sugar and sweetened oat cereal, with notes of honeysuckle and alcohol and a whiff of blackberries. Very promising.T- Very sweet and tart at first, like lemon curd. Then there's a strong vegetable/floral note in the middle, like the smell of geraniums. It is odd and off-putting. The finish is full of earthy, herbal bitterness and it lasts forever. Through the middle and finish, the fruity character changes from lemon to something more tropical (notes of pineapple and guava). My tastebuds are tingling a full minute and a half after the first swallow.M- This beer could really use more carbonation. The mouthfeel is milky and heavy like tepid canned nectar. It coats my mouth in a way I don't like very much. Feh.D- Not very drinkable. The bombastic, long-lasting flavors are side-swiped by a lack of carbonation. It was a lot of work to finish 12 oz. of this, and I *really* like big beers. But I'm looking forward to seeing what kind of beer this turns into in a couple of years. Maybe it will gain some carbonation. That would transform this nearly undrinkable beer into a very enjoyable one.",1189,553,4.12,11.5,99,99,1081677600.0,"United States, Oregon","United States, Oregon",111,bottle
65022,1432,American Wild Ale,1309341600,womencantsail.222552,4.0,3.0,4.0,2.5,2.5,2.86,"Believe it was Rich that shared this beer.A: The pour is a dark brown color with a tall off-white head.S: Really a weird nose. Pretty heavy on the malts, especially toffee and toast. There is a mild tartness to it (quince?), and some light fruit notes. Quite a bit of barrel, especially char.T: The flavor isn't really any better. Roast and charred oak with some tartness and dark fruits. There is a bit of sweetness and toffee. Heavy wine flavor and tannins are really overpowering.M: Medium in body with a medium carbonation.O: This was not enjoyable. All the wrong flavors were intense/dominant.",61,35,3.75,9.5,4458,4458,1211709600.0,"United States, California","United States, Ohio",427,unknown
65144,158,Belgian Strong Dark Ale,1298286000,joebloe.173101,4.0,3.5,3.5,3.0,3.0,3.23,"looks good on the pour with it's clear red/mahogany color and a 1 finger head - smells of dark fruits and molasses/sugars - taste puts up the dried cherry. prune, date flavors along with a little hoppy bitterness and a lot of syrupy sweetness that seems out of place - a cloying sticky sweetness pervades the mouth - alcohol taste is pretty well hidden though - carbonation is a little weak for a belgian ale - ok, but I won't be looking for another.",276,159,3.7,11.0,197,136,1195210800.0,"United States, New York","United States, Colorado",148,unknown
1005,345,American IPA,1229943600,shanebertou.278618,4.5,4.5,4.0,4.5,5.0,4.55,"I had heard alot about this beer but hadn't tried it until today. I had always shied away because of the $10 price tag on a six-pack.So when my boss took us out to lunch today, I jumped at the chance to try it on his dime. I'm glad I did! Smooth, tasty and definitely lives up to its name when it comes to hops!",7362,2538,4.06,6.7,18,18,1229770800.0,"United States, New York","United States, Pennsylvania",317,unknown
81113,3760,Bière de Garde,1342000800,jrenihan.529001,3.5,3.5,3.5,3.5,4.0,3.6,"Beer is cloudy amber, murky. A bit of white foam, but really minimal.Smell is malty, with some caramel and bread. Belgian yeast as well.Taste is primarily focused on bready malt- fairly sweet. Some yeast and caramel malt flavours. Some light fruit: apple. pear.Medium to full bodied, pretty high carbonation. A bit irritating. Bready.Overall, not great, but I have to confess that it was better than I expected, as I am not a huge fan of the brewery. I didn't know that Mill Street had opened a pub in Pearson Airport and drinking this was a pretty good way to kill time before a flight.",32,15,3.6,7.0,2138,1529,1290510000.0,Canada,Canada,87,unknown
83035,4,Belgian Strong Pale Ale,1470823200,brureview.655761,4.25,4.0,4.25,4.5,4.5,4.34,"Poured a cider like copper- yellow color in a Stone Snifter with a 1 F head. Right from the start- strong coffee aroma- not burnt, roasted, or espresso. The fruit and berry come out from this Ethiopian coffee. There is also an oak presence.Light malty MF, light carbonation.Taste is exquisite. The coffee aroma follows to the taste. The berry is even more prominent in the taste, especially as the beer warms up. The coffee taste is not over-roasted. The Ethiopian berry comes out. This is in women in most coffee beers. Overall, a wonderful well-balanced, not overdone coffee  ale. Often, coffee aroma and taste are overdone and over roasted. Not in this beer which brings out the berry quality of the Ethiopian coffee.Overall, excellent beer which I greatly enjoyed A snifter is a good glass for this beer.",536,69,4.09,10.4,778,761,1327057200.0,"United States, Massachusetts","United States, Maine",150,unknown
32575,143,Schwarzbier,1235818800,nesta.80662,2.0,2.0,2.0,2.5,2.5,2.3,"poured from a bottle, it looks more like pepsi than beer. it is dark, but very translucent, and lighter than other schwarzbiers i've tried.it smells and tastes off, kind of metallic. its thin and watery in the mouth, but the one thing it has going for it is drinkability. its not very good, but i could see it being refreshing on a hot day if it was really cold.",1469,535,3.45,4.9,15,15,1148551200.0,"United States, Ohio","United States, Texas",48,bottle
149765,96,American Pale Wheat Ale,1435226400,jpowell712.812426,3.75,3.75,3.25,3.5,3.25,3.5,A nice beer with a nice kick.  It seems like Magic Hat is always offering up something a tad different than the rest.  This beer was very spicy and had a nice clean taste to it.  It had a lot of ginger taste in my opinion.  The ginger gave it a spicy kick similar to a ginger beer.  The ginger zing along with the unfiltered wheat beer made a nice combo.  I liked this as an alternative summer style beer.  I would try this!,257,48,3.25,5.5,462,132,1403604000.0,"United States, Pennsylvania","United States, Vermont",139,unknown
225,73,American Pale Ale (APA),1336298400,mddmd.602350,4.0,4.0,4.0,4.0,4.0,4.0,"A-golden amber color with a nice white head and good lacingS-malty nose with some floral and citrus notesT-nice malt flavors with citrus and floral and nice hop presenceF-medium body with moderate carbonation, nice crisp feelO-a nice solid pale ale, refreshing and easy drinking",3230,1035,3.98,6.0,2115,1115,1307181600.0,"United States, Pennsylvania","United States, Ohio",171,unknown
3528,393,Belgian Strong Dark Ale,1103367600,alexj.8158,3.0,3.5,3.0,2.5,3.0,2.92,"Pours reddish brown with an almost red-wine like shade of purple to it. Big head consisting of big bubbles that lace well. Nose is malty-sweet, earthy, musty, and has the trademark Belgian yeasty smell. Initially sweet, malty, and reminiscent of dark, ripe fruits-nice. This soon gives way to a grape-like acidity that reminds me of sour Flanders ale. No discernable hops here. Mouthfeel sucks due to the big, aggressive bubbles. Finishes with a balance between malty-sweet and musty-sour. Wierd. Definately not my favorite from Heavyweight.",114,112,3.85,8.2,882,882,1093341600.0,"United States, North Carolina","United States, New Jersey",56,unknown
63491,22150,Saison / Farmhouse Ale,1295607600,neffbeer.338460,4.0,4.5,4.0,4.0,4.0,4.12,"A: Pours a dark brown color hinting at black with a tan head. Brimming foam with excellent pillow-like retention.S: It smells very herbal and floral. There a notes of chocolate and bread along with some notable fruitiness. A bit of funkiness lingers at the end of the whiff, very interesting.T: The roasted flavor is much more pronounced than the smell. Chocolate and caramel are present with a hint of berries. The herbal/floral character surfaces in the middle and it finishes dry and slightly funky. M: Light and bubbly, it expands magnificently.D: This is a really interesting brew from Stillwater that I would not hesitate to pick up again. It is a bit of a style bender for sure!",346,133,3.89,8.0,493,158,1244541600.0,"United States, Pennsylvania","United States, Maryland",149,unknown
1600,217,Witbier,1196938800,thierrynantes.97716,4.0,3.0,3.0,3.5,3.0,3.26,"Beer bottle (33cl) and on-tap, tasted in 2001.Appearance: trouble, beautifull head foamSmell: spicy aromasTaste and mouthfeel: dry beer, with fruity notes, lemon finalDrinkability: good beer in the style white beerReview added 12-6-2007, translated from french 3-2-2008.",52,32,3.47,5.0,1357,1356,1158141600.0,France,Belgium,10,bottle
78551,147,American Barleywine,1388401200,richj1970.700694,4.25,4.25,4.25,4.5,4.25,4.35,"Today I was able to compare a 2012 release bottle. No date, but by definition should be at least one year older than my previous review. The main difference in this bottle is that the alcohol heat has dissipated quite nicely, and perhaps the sweetness is a bit more prominent. Both bottles are amount my favorite barley wines.Original review:Poured from 22 oz bottle into tulip glass. 2013 classic release bottled on 1/16/2013.A: Pours a golden orange almost brown color with nice 2 finger off white head with nice lacing.S: Sweet caramel and malts mixed with some citrus and dark fruits. T: Big on malts and caramels. Nice sweetness mixed with some spiciness. Nice roasty flavors. Oak and other earthy tones present. A little bit boozy, but I suspect this will tame some with time.M: Nicely carbonated for an 11% brew. Nice body. Not overly thick.O: A very nice barley wine. Surprisingly easy to drink and the alcohol sneaks up on you. I need to pick up another bottle and let it age some...",1999,283,4.03,11.0,1629,659,1351245600.0,"United States, Alabama","United States, California",671,bottle
1421,180,Belgian Strong Dark Ale,1402135200,ryan_graham.742606,4.5,4.75,4.0,4.0,4.25,4.26,"Pours a dark black with a retaining one finger head. Dark and malty to the nose with hints of sweetness and coffee. It goes down smooth. Starts sweet and ends malty. The aftertaste leaves a little booziness stuck to the back of your tongue. It's a pretty good beer. Not as great as I would have expected. The taste leaves a little to be desired. Don't get me wrong, it's a solid beer. But it doesn't do enough for me taste wise to warrant an outstanding rating.",2822,919,3.95,8.5,82,76,1374228000.0,"United States, Iowa",Belgium,103,unknown
39558,18149,Belgian Strong Dark Ale,1194692400,floydster.156601,4.0,4.5,5.0,5.0,4.5,4.72,"2 pints at the brewery in San Marcos, was one of the few people that was lucky enough to try this rare brew from Tomme Arthur, and they were only four dollars a peice, what a steal, I should have just stayed until closing and took a taxi home, it was really that amazingIn the tasting room, it is one of the unlabeled taps with a black ball on the top of the tapThe beer is a blend of three different beers: Old Viscosity, Avant Garde, and Raspberry Mead all barrel aged together, did not sound that good, but blew me away to say the leastColor was a dark brown with some red tint, looked very murky and had a small foamy off-white head that settled quickly, left a good amount of lacing the whole time throughSmell was complex with a mixture of toffee, raspberries, other fruits, and caramel, even though Old Viscosity only made up one-fifth of the beer, you could really smell its contents in here with the coffee and chocolateTaste resulted in one of the best beers I have ever had and probably will ever have, tarty and fruity at first but then belnds into a nice chocolately malt with a dry espresso-like caramel finish, sourness at the beginning sets up the nice firm aftertaste, raspberries provide a nice tart that is not overpowering and goes just right with the cocoa, this beer is genius, everybody there that night was blown away by it, what a gemLightly carbonated, but the taste kept giving more and more after each sip, truly a unique and great beer, wondeful mouthfeelCould have drank this all night long if was not for the fact that I had to drive home, not too heavy and a great all around character makes you want to keep coming back for more and moreHighly recommended, try this if you ever see it because it will most likely be the last time, I cannot explain to you how good this beer is, supposedly it is getting bottled and if and when it does, I will be in line to grab as many bottles as possible",49,33,4.07,9.0,1504,1500,1188813600.0,"United States, California","United States, California",148,draft
33644,14879,Russian Imperial Stout,1238407200,farrago.281266,4.0,4.0,3.5,4.0,3.0,3.75,"Gets to just about one finger of thick brown cream, full mixture of bubble sizes, above average lacing, more sheets than sticky streaks. Pitch black, no real color to the liquid, of course completely opaque. Black licorice, creamed coffee, hazelnuts, bittersweet dark chocolate, black grape to raisin, cherry fruit scents, caramelized brown sugar, very dense thus hard to really get full effect, witch hazel and spiced oatmeal break the surface before it's all gone. Full-bodied is not quite adequate, it's a damn brick in the mouth, you almost feel like you have to spoon it into your mouth and then swallow hard to get it down. Heavy roast to the coffee, chocolate flavors, caramel and brown sugar too, still too heavy to truly be as sweet as it should be. Grape, cherry, plum fruit flavors only flirt with dried fruit characteristics. The carbonation is near unnoticeable. The licorice comes out at the finish along with a bit of floral mist and mint. Dry, concentrated and obviously built to &quot;crush,&quot; however, even a 22oz bomber is somewhat tiring to finish.",2734,1035,4.23,9.4,1202,1200,1230375600.0,"United States, New Jersey","United States, Ohio",104,bottle
175614,36536,German Pilsener,1468058400,babaracas.191231,3.5,4.0,4.0,4.25,4.0,4.07,"Pours a clear pale orange with fizzy white head. Lightly bready, big pils showcase, classic lightly floral and spicy hopping, white grape + peach juice blend. Nails the style, flavorful and refreshing.",26,3,3.88,6.2,1374,1295,1201690800.0,"United States, Florida","United States, Florida",92,unknown
20781,735,American IPA,1294830000,beerdederic.510922,4.0,4.5,4.0,4.0,4.0,4.12,"White fluffy head and a cloudy yellow body. The head has disapated from it's fluff to a more relaxed film. Sweet smell of pine, honey, malt and citrus hops. This smells like it's going to have the bitterness I'm looking for! Bitterness, bitterness, bitterness. Good, good, good. Lemon peel, honey, pine and some malt. I like this a lot. Well balanced with the bitterness. No sign of a booze taste which is good. Smooth, carbonation is low and easy going down. Light body. Slight hint of mouth dryness. I like this, so drink ability is good. Easy drinker and the ABV is right where it should be at a seven percent. I'm torn... The taste is a little above good but not close enough to almost perfection to give it a 4.5. I'm going to have to give it a four. But this is a worthy IPA for sure.",3226,920,3.82,7.0,328,324,1286272800.0,"United States, New Jersey","United States, California",171,unknown
299,96,Fruit / Vegetable Beer,1290855600,leokbelo.88223,4.5,4.0,3.0,3.5,4.5,3.83,"Pours a hazy copper with a 1 1/2 inch foamy head, that dissipates to a 1/2 inch lacing that lasts till the end. Peach / apricot on the nose with a bit of yeast, very interesting bouquet. A little taste of toffee/candy, again apricots, but not overwhelming. Mild bitterness. Very drinkable, very refreshing, I could see myself drinking this on a hot summer day (unlike today), but nothing complex about it.",5692,1703,3.4,5.1,146,87,1152698400.0,"United States, Florida","United States, Vermont",139,unknown
34717,192,Belgian Pale Ale,1207476000,fcgrabo.186567,3.5,3.5,4.5,4.0,4.5,4.0,"A nice white head with medium to large bubbles. The liquid is a very light and a tad cloudy yellow with a smallish amount of micro-bubbles. The aroma it gave off was a pleasant beery smell, not heavy on any particular ingredient. The first taste gives forth a nice body and a nice smooth taste. Not overbearing in any degree. This beer is similar, but not quite, to others I've had from New Belgium. The feel in my mouth was one that left my tongue wanting another sip, ever so slightly dry. This is a nice well rounded beer with all of its assets in place and not overstated. It's smooth, flavorful and has &quot;beer&quot; written all over it. The head didn't dissipate, and hung around 'til the bottom of the mug along with the bubbles. This beer is great all the way through the sixpack.",332,184,3.54,6.2,12,12,1207476000.0,,"United States, Colorado",298,unknown
25353,147,American Strong Ale,1146564000,mochunk.29716,4.0,4.0,3.5,4.5,3.5,4.05,"Poured from a bomber into pint glass. 9th Anniversary Ale, September 2005.Copper orange with arid off white head, good to great lacing.heavily floral hops greet the nose. slight hints of cloves and barley.First sip is medium in feel and flows down the throat clean, not quite oily, not quite dry. Tastes of the floral hops, some citrus seems to want to make an appearance but can't quite get through. Spicy clove with a slightly malty barley finish. The hops dance on the palate long after, and there is a bit of a phenol bite, warming all the way down. This almost reminds me a spicier slightly hopped but low abv barleywine. Theres more going on here than I have the vocabulary to describe. Oh@! I got it. Butterscotch. Ok, so I read some other reviews to see if anyone described what I couldn't, and that's what it was. Definite butterscotch note permeates throughout. I'd like to try one cellared another 6 months so it's a year old. I can probably get more so maybe I'll try that.This is a complex enough brew to please just about anyone yet is quite drinkable. Surely worthy of celebratory anniversary, good on ya Stone. Here's to 10 more. Besides, how can you not like a brew that uses &quot;antidisestablishmentarianism&quot; in it's labeled description?!",254,217,3.83,7.8,11,11,1121680800.0,"United States, Illinois","United States, California",671,bottle
311,98,English India Pale Ale (IPA),1281261600,haddon.348941,3.5,3.5,3.5,3.5,4.0,3.6,"A- pours a clear golden color with nice frothy head. Leaves a nice lacing down glass. Perhaps a shade lighter hue than other ipa'sS- floral and fruity hops with light malty backbone. Pretty light on the nose with not much standing out worth noting. T- taste like it smells... Not much going on here. Light hops and malts with a hint of pine. Bit of bitter aftertaste but not a good kind of bitter like other ipa's. M- light to medium body with ample carbonationD- actually, I find this beer rather drinkable but more as an apa than an ipa, like others have noted. Probably wouldn't buy again. There are too many other ipa's out there that have passed this one by.",4120,1255,3.63,5.9,220,216,1247479200.0,"United States, Kentucky","United States, Massachusetts",291,unknown
9755,1628,Witbier,1238580000,niceguymike.13100,3.0,3.0,3.0,3.0,3.0,3.0,"a: Light head, almost no lacing; clear golden yellow; very light carbonationS: sweet sulfer (lit match smell) with sime light fruitsT: Light bitterness in the back of the mouth. Flavor finishes quick and cleanm: smooth, light, or at best a medium body. d: First beer of the night. Higher than normal alcohol has be buzzing quick. Not much here to make me want to drink more.",1111,632,3.98,6.6,137,137,1105614000.0,"United States, New Jersey","United States, New York",99,unknown
38446,147,Smoked Beer,1314352800,darthkostrizer.598324,5.0,5.0,5.0,4.0,4.5,4.5,Cask at Churchill'sLook: Black with brown laces on top and bottom a beautiful 1 inch head with great retention and some nice laceSmell: The sweetness from the vanilla completely masks the smokiness that I love about the orginal version but the sweetness of the vanilla with the chocolate and coffee is amazingTaste: Vanilla is upfront and in full force to the point that it is really really sweet not at all like the regular version. The smoke is completely gone when cold but as the beer warms it shows up but just in trace amounts. The backend carries some chocolate and coffeeMouthfeel: Medium body with medium carbonation and real silky feel to it. PerfectOverall: Really good beer but all the orginal version is missing. Is that a bad thing no but I was hoping that the vanilla would blend better with the smoke instead of just hiding it.,2358,537,3.89,5.9,1543,578,1305280800.0,"United States, California","United States, California",671,draft
3321,423,Märzen / Oktoberfest,1355050800,mactrail.311921,3.0,2.0,2.5,2.5,2.5,2.41,Warm amber color with some big lonely bubbles and a coarse head in the tall glass.Plain caramel flavor with some dirty hops. A hint of butter. Bitterish twang for the finish. Metallic smell. Unpleasant aftertaste of vegetable broth. I would call this a sub-par effort in the category. The 12 oz bottle says &quot;best by 12/01/12.&quot; Above that is &quot;1101 D.&quot; So is it a year old? It has that coarse carbonation and slightly musty scent that indicates to me a beer past its prime. So they're not doing any favors with the liberal &quot;best by&quot; date.,670,261,3.73,5.8,5058,5030,1237892400.0,"United States, Washington","United States, Missouri",140,bottle
16403,141,American IPA,1256554800,aerozeppl.101084,4.5,3.0,4.0,3.5,4.0,3.59,A: Murky amber color. Quite a bit of yeast floating around in the glass even after a careful pour. A half finger of white head with some nice lacing.S: Hop bitterness right up front. Not much else after that really. The smell is off for an IPA as the hops never really take center stage. Could be an older bottle. Nose is quite tight especially for an IPA.T: Much better than the nose. This is a solid IPA. Malt is there nice hop bitterness. Nothing really pops out at you hop wise. You get neither the east coast or west coast flavor. You know this is an IPA for sure though.M: Right where it should be. Easy drinking.D: This was a great IPA 10 years ago not it is almost a session beer and there is nothing wrong with that. Well balanced and drinkable IPA. Great buy for the price as well.,5286,1840,4.09,6.9,1220,1189,1159869600.0,"United States, New York","United States, New Hampshire",182,unknown
244041,35,American Pale Wheat Ale,1484132400,jimkal.613064,4.0,3.5,3.75,4.0,4.0,3.86,Pours a slightly hazy dark yellow with a significant head that leaves a lot of lacing on the drink down. The mouthfeel is in line with other wheat beers. This is a really easy drinker with a lower ABV. It is out now in 12 pack cos and bottles but I do like the cans. It seems right in line with some of the other hoppy wheat beers like the one's from SN and Boulevard.,516,141,3.73,5.5,240,157,1312106400.0,"United States, North Carolina","United States, Massachusetts",285,unknown
75086,147,Chile Beer,1406023200,nova_k.830505,3.5,2.0,3.25,2.5,2.75,2.57,"Bought at Keg Liquors in Clarksville, IN.Drank from snifter glass.A - Cloudy. Dark amber/brown color. Minimum carbonation with a lasting 1/2-1/4&quot; head. Lacing is low to moderate.S - Lots of DMS (canned corn) smell up front. Slight spiciness.T - Tastes of DMS as well. Slight nuttiness. Jalapeño? finish.M - Heavy body. Sticky and lasting.O - I couldn't get past the DMS flavor and smell of this beer.",1529,483,3.74,9.4,2,2,1406023200.0,"United States, Indiana","United States, California",671,draft
247497,37139,American IPA,1483095600,terpfan00.722686,4.25,4.5,4.25,4.5,4.5,4.46,"Very juicy with a lot going on.  Taste orange and some lemon, possibly grapefruit.  Not too carbonated which made this a very enjoyable beer.  On deck is their juice pants.",91,19,4.0,6.3,5,5,1362913200.0,"United States, Pennsylvania","United States, Illinois",28,unknown
17112,287,American Double / Imperial IPA,1264935600,tomdee74.289070,4.0,4.0,4.0,4.0,3.5,3.9,I don't know maybe it's just me.. I see it's gettin so much love.. &quot;is it my palate or is it the beer?&quot; that is the question... forget that &quot;to be or not to be crap&quot;... : ).. last year I just started falling in love with DIPAs and Hopslam blew me away... since then I've had my share.. drank some pliny's and sculpins.. i'll tell ya flower power is good stuff and holy crap nebco's gandhi-bot is unbelievable... it didn't matter in a way i still wanted this stuff and couldn't wait to get it.. my man seplo from here moved away and sent some to me and smutty33.. neither of us is impressed. don't know if our palates changed or what.. it's not horrible... but i'm doin backflips.. to sweet.. where's the big hops?,13026,3527,4.43,10.0,82,80,1232276400.0,"United States, Connecticut","United States, Michigan",312,unknown
16814,46317,American Double / Imperial IPA,1316167200,goblinmunkey7.181625,4.0,4.5,5.0,5.0,4.5,4.72,"Thanks to my local beer store for this surprise.Appearance: Hazy copper. Pours on the heavy side with almost no head. What head there is, is bright white and slightly sticky. Lacing is decent, but not too crazy. Smell: Resin, citrus rind/zest, faint spiciness, and a big floral push. Big juicy, oily hops. Smells like a crazy wet hop beer. The hop aromas are incredibly fresh and clean. Malts are sweet and bready, but work to flesh out the back of the big hop nose. Caramel and cotton candy as well. The sweetness is a little distracting overall, working in contrast to the hops.Taste: Pine everywhere. Dank, resinous, and juicy. Hops are oily and spread across the mouth. The sweetness from the nose brightens the whole thing up and lets you know more is coming. I'm still getting cotton candy and caramel in abundance, but they play through the back of the hop profile. A hint of something tropical (mango?) as well. Tons of flavor, but it's shockingly non-aggressive. Big chewy malt presence helps even things out.Mouthfeel: This might be a new standard for the style. Low carbonation and a big chewy body. Creamy, smooth, and almost silly drinkable. Coats the mouth, dries it out a touch, and then keeps on going with waves of smooth hop flavor. Overall: The fact that this is now available in cans is crazy. I had it on tap 3 years ago and wasn't impressed. Tastes change, but I hope this beer doesn't. A great testament to the style.",13426,2379,4.65,8.0,1039,1039,1198494000.0,"United States, Massachusetts","United States, Vermont",27,can
55081,192,American IPA,1290164400,thedoubler55.447595,3.5,3.5,4.0,3.5,3.0,3.45,"A - copper in color, slight lace that decimates quickly S - Pleasing smell, very fruity T - Bitter at the end, but taste of grapefruit hops and citrus are strong M - Crisp and soothingD - A very ok IPA, I would definitely drink it again, but not a lot.",5936,1315,3.83,6.5,417,417,1270980000.0,"United States, New Jersey","United States, Colorado",298,unknown
26887,7944,English Strong Ale,1170759600,metalmonk.23052,4.0,4.0,3.5,4.5,4.0,4.15,"Pours a big rocky head that lasts almost five minutes before minimizing, on top of an insanely clear ruby/amber with a variety of bubble sizes and speeds. Malty nose brings in mellow spices, and something smells like freshly churned butter. Hops are present in the background. Also a kind of wet algae spunk...am I losing it and having an acid flashback, or does this smell odd? I do like it.Flavorwise, hops are in abundance, while the malt tries to offset them. But wow, this is a bitter, spicy ale, with a good fruity background that keeps things from getting too intense. The finish is a bruiser: acidic fruits that linger a long while. All through the drinking it recalls puckery sour green apples.Mouthfeel is buttery and very well-carbonated, maybe a bit thin compared to those aggressive flavors.Nothing wrong with this one, unless you're not into wild, spikey, spicy brews. It's definitely not an every day go-to beer, but I found it unique and interesting, and it gives the whole true-to-style thing the finger. Yeah, a seriously bad elf.",206,131,3.37,9.0,1539,1539,1118138400.0,"United States, North Carolina",England,34,unknown
387,124,Doppelbock,1143712800,scottoale.61735,4.0,4.0,4.0,4.0,4.0,4.0,"Comes in a half liter brown glass bottle and pours out a deep copper with a finger of off-white head, looking good !Robust malt, alcohol and earthy bitter hops fill the nose, ahhh this smells like the real thing, complex and full of flavor...oh yeah.The taste is of malty bliss, roasty, nutty and plenty of alcohol. Full rich flavor of premium malts dance around and tantilize your tastebuds, then warms you, and when you think what's next...it finishes with a perfect hop balance (bittering) that leaves you longing for more! This really is a tasty doppelbock that is right on target for the style.The mouthfeel is smooth, creamy and velvety. A full bodied beer that satisfies, this is a German beer of distinction.A pleasure to drink and recommend...try this one, well worth it...cheers.",2738,1376,3.92,7.9,662,662,1138186800.0,"United States, California",Germany,30,bottle
221765,45,American Wild Ale,1484564400,horseheadshophead.863763,4.0,4.25,4.25,4.5,4.5,4.39,"L: Hazy, translucent pale yellow, with some visible carbonation; a thin, foamy white head with somewhat poor retention, and very little lacing.S: Amarillo upfront; orange peel, dankness, and grass.  A mild tartness of lemon peel, candied lemons, ocean spray and yogurt.  A bit of light crackers and wheat.T: A big punch of tartness of lemon zest, lemon candy, lemon yogurt, tart pear, green apple, and citric acid.  A slightly salinity sensation like a gose.  A bit of cracker malt and wheat in the middle, briefly.  Then comes the hops, with orange peel and flesh, grass, a slight dankness, and pineapple, leaning a dry, clean finish.  Tapers off nicely without too much sourness or hoppiness, and very little in the way of lingering flavors, save for some tart lemon candy.F: Medium-light, crisply carbonated, very smooth, refreshing, and crushable.O: A really, really good, easy-drinking dry-hopped sour.  Perfectly refreshing, well-balanced, and flavorful.",185,53,3.97,5.8,457,456,1410775200.0,"United States, New York","United States, New York",181,unknown
80097,23222,Oatmeal Stout,1441965600,pagriley.884193,4.0,4.0,4.5,3.75,4.0,3.95,"12oz into snifterL - Pours almost black, thin off white head that recedes to a minimal ringS - roasted malts giving hints of bitter chocolate and a solid waft of coffeeT - light flavor profile with nicely balanced coffee, nuttiness and a hint of cocoa.  A touch ashy on the finishF - Full bodied and almost chewy.  Impressive for a such a low ABV brew.Overall, very solid beer.  worth trying",598,97,3.87,5.7,830,318,1414494000.0,"United States, Illinois","United States, Iowa",93,unknown
