,beer_id,brewery_id,style,date,user_id,appearance,aroma,palate,taste,overall,rating,text,beer_nbr_ratings,beer_nbr_reviews,avg,abv,user_nbr_ratings,user_nbr_reviews,user_joined,user_location,brewery_location,name,brewery_nbr_beers,true_serving_type
2029189,24905,1199,Old Ale,1156932000,erdinger2003.39978,3.0,3.5,3.5,3.0,2.5,3.07,"There's no head with little lacing that doesn't stick very well. The smell is sweet brown with butterscotch. It's pungent like perfume, very very sweet perfume. It also has a slight spicyness. It's like wet/sweet wood or cardboard with a sweet sweet brown sugar with spices. Mouthfeel is a little smooth with some good carbonation. I wouldn't have another unless it was fresh only because I was told it was great.",4734,1318,3.99,9.8,398,397,1126864800.0,"United States, Iowa","United States, Michigan",Founders Brewing Company,399,unknown
2250547,7588,458,American Barleywine,1137322800,cheers2beers.45087,4.0,4.5,4.0,4.5,4.5,4.42,Apperance: Poured into a Brandy Snifter. This beer pours a gorgeous deep rust and cienna hue. A nice two and a half finger head rises and then recedes within five minutes to a beautiful half finger ring around the snifter.Smell: A wonderful cirtis aroma permiates this brew. Candied citrus (tangerine and blood orange) Just magnificant piney citrus aromas going on here with an ample malt backbone to balance.Taste: Wow this brew has soo much complexity. Huge sweetened citrus hops. Malts galore and a not too abrasive but definantly potent alcohol presence. Real Ale sure knows how to represent the state with this offering.Mouthfeel: Huge beer. Coats my mouth with a sticky film. Oh so chewy. Big in every way but not over the top.Drinkability: This beer is soo huge and flavorsome that I advise that you drink only one per sitting. My god I will need a case of this nectar it is soo good. Ultra quaffable for a Barleywine.Cheers2Beers,644,323,3.91,11.5,210,210,1130061600.0,"United States, Texas","United States, Texas",Real Ale Brewing Company,121,unknown
2361372,56428,1339,Saison / Farmhouse Ale,1279101600,rhoadsrage.6920,5.0,4.5,4.5,4.5,4.5,4.53,"(Served in a tulip glass) A- half a glass of clear lemon yellow body and half a glass of snow white head that billows up over-the-top the glass but holds its form. Sea of microbubbles support the head and foam clouds stick to the glass with each sip. S- The perfumed yeas aroma comes through even during the pour. There is an estery banana note with hint of cloves and some dry bubble gum fullness that finishes with a dry spicy and green herbal hop bite. T- The dry pale malt has a fresh and crisp flavor to it with a green pungent hop finish. There are softer well blended yeasty qualities to the pale malt that adds good depth. M- This beer has a medium mouthfeel but the foam really makes it much more full and a tight crisp fizz enhances the hops snap and cleans up the finish. There is no alcohol heat noticed. D- This beer has a crisp thirst-quenching flavor with a wonderful blend of hops, yeasty esters and malt that makes this great for warm temps and taking a break.",315,154,3.84,6.0,2786,2786,1087984800.0,"United States, Illinois",Belgium,De Leyerth Brouwerijen (Urthel),9,unknown
1629528,72419,24880,Märzen / Oktoberfest,1346148000,russpowell.19986,2.0,5.0,4.0,4.5,4.5,4.42,"Pours an effervecent apricot with a siver of cream colored head. Near zero head retention &amp; lacingS: Breadyness, hay, crackery notes, some mineral notes, just a lovely nose, nice perfumy hop notes T: Follows the nose, a touch of pears &amp; lemons up front. Dryness, maybe a touch of pineapple as this warms, a bit of white grape. Finishes fruity, grainy with dry-ish hay notes &amp; a kiss of lemon MF: Medium bodied, firm carbonation, great balanceSuper drinkability, a nice Marzen, easily one of the better ones I've had in several years",82,11,3.93,5.5,4733,4583,1116928800.0,"United States, Arkansas","United States, Missouri",Mother's Brewing Company,70,unknown
1170193,1376,302,Cream Ale,1244973600,joebloe.173101,3.0,3.0,4.0,4.5,5.0,4.1,"this beer is meant to drink from the can - my quintessential camping, fishing beer - so much better than other macro products- i've had it on tap, but i gotta say, i like it better straight out of the can, and pretty cold at that - by those standards, this is my favorite all-day beer in the spring and summer months - a greatvalue in a sweet beer!",1363,551,3.06,5.1,197,136,1195210800.0,"United States, New York","United States, New York",Genesee Brewing Co. / Dundee Brewing Co.,72,can
1181459,55139,651,American Wild Ale,1279792800,shadesofgray.371155,4.0,4.5,4.0,4.5,4.0,4.32,"Got a couple bottles via trade, this perticular one is from jjayjaye...thanks JJ!! Really looking forward to this one, especially since it didn't fall victim to the &quot;bottle-bomb&quot; scare! Poured from a 750ml bottle with blue cork(!!) into my Delirium Tremens large tulip/snifter glass. Pours a pink'ish red color with gigantic white frothy head with decent retention, and leaves medium covered laces of froth. The appearance is pretty clear once filled, very fizzy...and resembles cranberry gingerale.Aroma is funky, tart, with yeast notes...and very faint blueberry. A great smelling beer! The only thing that could make this better would be if it was just a tad stronger.As soon as it hits your tongue, it's obvious that the carbonation is high(not a bad thing). Light and crisp body. Booze doesn't stand out at all...which isn't surprising considering it's not a high ABV beer. Drinkability doesn't lack with the flavors...just lacks due to the high carbonation. Flavors are full of tart and funk! I read some reviews previous, and to my understanding, a lot of people don't think this beer was very tart. It definitely has a graet tart bite. The blueberry tartness brings a nice pucker, and the brett funkiness compliments the overall flavor wonderfully! A great sour, and not a let down in the least!",453,207,4.22,5.4,398,398,1253181600.0,"United States, Pennsylvania","United States, New York",Ithaca Beer Company,193,bottle
809133,1655,610,American Amber / Red Ale,1079089200,kmcnair.2512,4.5,3.0,4.0,4.0,4.5,3.89,"Pours a deep auburn/brown and makes a thick off white head. Laces nicely down the glass. No sediment to be seen, this is a bit odd considering the label says bottle conditioned.Boquet is pretty weak, there's a bit of malt character to be seen but not much else.Flavor starts off hoppy strong and finishes very mild. Nice balance here between hop and malt. I taste a bit of a woodlike character here.Mouthfeel is thick and creamy, leaves a light coating as it goes down. It is very smooth.I think drinkability is this beer's strongest point, its not too much of anything and it is so smooth that I wish I had bought more than one bottle.Overall this one gets a thumbs up.",2603,1178,4.06,6.8,177,177,1059040800.0,"United States, California","United States, California",Bear Republic Brewing Co.,231,bottle
1851795,70194,24903,Witbier,1308564000,sprucetip.172160,4.5,4.0,4.5,4.0,4.5,4.18,"Plenty of dense and fluffy white foam sit on top of a very pale yellow/golden liquid. Despite the descriptors, this one is pretty white so far as beer goes. There is very mild activity, and it's quite hazy with yeast. Head retention is relatively brief, but not absent, and leaves patches of lacing. Lemony tartness, faint horsey Bret, and wood influence from the barrel are noticeable up front. It is overall pretty faint early on, even with a swirl. But the inputs all balance and play well together. I notice vague spiciness later, and it all gets stronger, though still subtle and nuanced. Upped the score to 4 late in the sample...A whee nip of wheat right away is followed by lemony tartness and a faint hint of malty sweetness. The Bret funk is present, but very much in balance. Light spiciness is hard to find underneath the lemon, but it's there. Mild hop bitterness is most noticeable in the finish, as is the oak barrel. The many subtle inputs are very much in balance and proportionate. I am impressed. Well but not overcarbonated. Solid medium body, and a super clean, smooth and crips finish.I'm a big fan of Midnight Sun, where Gabe (the one man show behind Anchorage Brewing Company) was the brewmaster for quite a while. I even judeged IPA's at a homebrew competition with him once. But I'm not as wild about Wits or Bret... That said, Gabe has pretty much hit the spot with this first bottled offering from Anchorage Brewing Company. This is by far the most complex and interesting Wit I've ever had, and it is incredibly well balanced. I am very impressed. And thankful that we got a few cases in my little, remote town. ... I made my notes before I read the bottle. I picked up on the lemon peel easily, but the corriander and peppercorns slipped by me.",424,156,3.95,6.5,818,584,1194951600.0,"United States, Alaska","United States, Alaska",Anchorage Brewing Company,48,bottle
1556683,1159,26,Scottish Ale,1260874800,sprucetip.172160,4.0,4.0,4.0,4.0,4.5,4.1,"Mahogany but with light red highlights when backlit. Clear, active, modest tan head, a little bit of retention, no lacing. SMELL rich malty, vaguely peaty, earthy woody, and light booze in the finish. Very nice.TASTE much like the nose. Smooth and balanced. Malty, light hop bitterness,faintly peaty and earthy, touch of booze.FEEL well carbonated, thin side of med body, pleaant texture, clean finish.OVERALL not boldly peaty, but super smooth and easy drinking. Very good beer. I could session it.",3144,992,3.87,6.5,818,584,1194951600.0,"United States, Alaska","United States, Indiana",3 Floyds Brewing Co.,333,unknown
1916843,21363,4,Belgian Strong Dark Ale,1439632800,wmcnallyvt.1022313,5.0,5.0,4.5,5.0,4.75,4.9,"Really enjoyed this beer.  The beer looks like a darker stout, but it has a lighter more refreshing taste….somewhere between a roasty coffee taste and a lighter ale.  I was expecting a stronger taste considering the ABV.  The beer was pretty pricey, but that could have been due to its rarity outside of the New England area.  If you can get your hands on it, I would recommend.",1233,422,4.25,9.0,2,2,1438336800.0,"United States, Virginia","United States, Maine",Allagash Brewing Company,150,unknown
