,beer_id,brewery_id,style,date,user_id,appearance,aroma,palate,taste,overall,rating,text,beer_nbr_ratings,beer_nbr_reviews,avg,abv,user_nbr_ratings,user_nbr_reviews,user_joined,user_location,brewery_location,name,brewery_nbr_beers,true_serving_type
1380614,34717,192,Belgian Pale Ale,1207476000,fcgrabo.186567,3.5,3.5,4.5,4.0,4.5,4.0,"A nice white head with medium to large bubbles. The liquid is a very light and a tad cloudy yellow with a smallish amount of micro-bubbles. The aroma it gave off was a pleasant beery smell, not heavy on any particular ingredient. The first taste gives forth a nice body and a nice smooth taste. Not overbearing in any degree. This beer is similar, but not quite, to others I've had from New Belgium. The feel in my mouth was one that left my tongue wanting another sip, ever so slightly dry. This is a nice well rounded beer with all of its assets in place and not overstated. It's smooth, flavorful and has &quot;beer&quot; written all over it. The head didn't dissipate, and hung around 'til the bottom of the mug along with the bubbles. This beer is great all the way through the sixpack.",332,184,3.54,6.2,12,12,1207476000.0,,"United States, Colorado",New Belgium Brewing,298,unknown
847557,25353,147,American Strong Ale,1146564000,mochunk.29716,4.0,4.0,3.5,4.5,3.5,4.05,"Poured from a bomber into pint glass. 9th Anniversary Ale, September 2005.Copper orange with arid off white head, good to great lacing.heavily floral hops greet the nose. slight hints of cloves and barley.First sip is medium in feel and flows down the throat clean, not quite oily, not quite dry. Tastes of the floral hops, some citrus seems to want to make an appearance but can't quite get through. Spicy clove with a slightly malty barley finish. The hops dance on the palate long after, and there is a bit of a phenol bite, warming all the way down. This almost reminds me a spicier slightly hopped but low abv barleywine. Theres more going on here than I have the vocabulary to describe. Oh@! I got it. Butterscotch. Ok, so I read some other reviews to see if anyone described what I couldn't, and that's what it was. Definite butterscotch note permeates throughout. I'd like to try one cellared another 6 months so it's a year old. I can probably get more so maybe I'll try that.This is a complex enough brew to please just about anyone yet is quite drinkable. Surely worthy of celebratory anniversary, good on ya Stone. Here's to 10 more. Besides, how can you not like a brew that uses &quot;antidisestablishmentarianism&quot; in it's labeled description?!",254,217,3.83,7.8,11,11,1121680800.0,"United States, Illinois","United States, California",Stone Brewing,671,bottle
1051813,311,98,English India Pale Ale (IPA),1281261600,haddon.348941,3.5,3.5,3.5,3.5,4.0,3.6,"A- pours a clear golden color with nice frothy head. Leaves a nice lacing down glass. Perhaps a shade lighter hue than other ipa'sS- floral and fruity hops with light malty backbone. Pretty light on the nose with not much standing out worth noting. T- taste like it smells... Not much going on here. Light hops and malts with a hint of pine. Bit of bitter aftertaste but not a good kind of bitter like other ipa's. M- light to medium body with ample carbonationD- actually, I find this beer rather drinkable but more as an apa than an ipa, like others have noted. Probably wouldn't buy again. There are too many other ipa's out there that have passed this one by.",4120,1255,3.63,5.9,220,216,1247479200.0,"United States, Kentucky","United States, Massachusetts",Harpoon Brewery & Beer Hall,291,unknown
1135863,9755,1628,Witbier,1238580000,niceguymike.13100,3.0,3.0,3.0,3.0,3.0,3.0,"a: Light head, almost no lacing; clear golden yellow; very light carbonationS: sweet sulfer (lit match smell) with sime light fruitsT: Light bitterness in the back of the mouth. Flavor finishes quick and cleanm: smooth, light, or at best a medium body. d: First beer of the night. Higher than normal alcohol has be buzzing quick. Not much here to make me want to drink more.",1111,632,3.98,6.6,137,137,1105614000.0,"United States, New Jersey","United States, New York",Southampton Publick House,99,unknown
868768,38446,147,Smoked Beer,1314352800,darthkostrizer.598324,5.0,5.0,5.0,4.0,4.5,4.5,Cask at Churchill'sLook: Black with brown laces on top and bottom a beautiful 1 inch head with great retention and some nice laceSmell: The sweetness from the vanilla completely masks the smokiness that I love about the orginal version but the sweetness of the vanilla with the chocolate and coffee is amazingTaste: Vanilla is upfront and in full force to the point that it is really really sweet not at all like the regular version. The smoke is completely gone when cold but as the beer warms it shows up but just in trace amounts. The backend carries some chocolate and coffeeMouthfeel: Medium body with medium carbonation and real silky feel to it. PerfectOverall: Really good beer but all the orginal version is missing. Is that a bad thing no but I was hoping that the vanilla would blend better with the smoke instead of just hiding it.,2358,537,3.89,5.9,1543,578,1305280800.0,"United States, California","United States, California",Stone Brewing,671,draft
1614409,3321,423,Märzen / Oktoberfest,1355050800,mactrail.311921,3.0,2.0,2.5,2.5,2.5,2.41,Warm amber color with some big lonely bubbles and a coarse head in the tall glass.Plain caramel flavor with some dirty hops. A hint of butter. Bitterish twang for the finish. Metallic smell. Unpleasant aftertaste of vegetable broth. I would call this a sub-par effort in the category. The 12 oz bottle says &quot;best by 12/01/12.&quot; Above that is &quot;1101 D.&quot; So is it a year old? It has that coarse carbonation and slightly musty scent that indicates to me a beer past its prime. So they're not doing any favors with the liberal &quot;best by&quot; date.,670,261,3.73,5.8,5058,5030,1237892400.0,"United States, Washington","United States, Missouri",Boulevard Brewing Co.,140,bottle
1646568,16403,141,American IPA,1256554800,aerozeppl.101084,4.5,3.0,4.0,3.5,4.0,3.59,A: Murky amber color. Quite a bit of yeast floating around in the glass even after a careful pour. A half finger of white head with some nice lacing.S: Hop bitterness right up front. Not much else after that really. The smell is off for an IPA as the hops never really take center stage. Could be an older bottle. Nose is quite tight especially for an IPA.T: Much better than the nose. This is a solid IPA. Malt is there nice hop bitterness. Nothing really pops out at you hop wise. You get neither the east coast or west coast flavor. You know this is an IPA for sure though.M: Right where it should be. Easy drinking.D: This was a great IPA 10 years ago not it is almost a session beer and there is nothing wrong with that. Well balanced and drinkable IPA. Great buy for the price as well.,5286,1840,4.09,6.9,1220,1189,1159869600.0,"United States, New York","United States, New Hampshire",Smuttynose Brewing Company,182,unknown
994785,244041,35,American Pale Wheat Ale,1484132400,jimkal.613064,4.0,3.5,3.75,4.0,4.0,3.86,Pours a slightly hazy dark yellow with a significant head that leaves a lot of lacing on the drink down. The mouthfeel is in line with other wheat beers. This is a really easy drinker with a lower ABV. It is out now in 12 pack cos and bottles but I do like the cans. It seems right in line with some of the other hoppy wheat beers like the one's from SN and Boulevard.,516,141,3.73,5.5,240,157,1312106400.0,"United States, North Carolina","United States, Massachusetts",Boston Beer Company (Samuel Adams),285,unknown
844202,75086,147,Chile Beer,1406023200,nova_k.830505,3.5,2.0,3.25,2.5,2.75,2.57,"Bought at Keg Liquors in Clarksville, IN.Drank from snifter glass.A - Cloudy. Dark amber/brown color. Minimum carbonation with a lasting 1/2-1/4&quot; head. Lacing is low to moderate.S - Lots of DMS (canned corn) smell up front. Slight spiciness.T - Tastes of DMS as well. Slight nuttiness. Jalapeño? finish.M - Heavy body. Sticky and lasting.O - I couldn't get past the DMS flavor and smell of this beer.",1529,483,3.74,9.4,2,2,1406023200.0,"United States, Indiana","United States, California",Stone Brewing,671,draft
2300772,247497,37139,American IPA,1483095600,terpfan00.722686,4.25,4.5,4.25,4.5,4.5,4.46,"Very juicy with a lot going on.  Taste orange and some lemon, possibly grapefruit.  Not too carbonated which made this a very enjoyable beer.  On deck is their juice pants.",91,19,4.0,6.3,5,5,1362913200.0,"United States, Pennsylvania","United States, Illinois",Maplewood Brewery & Distillery,28,unknown
2004674,17112,287,American Double / Imperial IPA,1264935600,tomdee74.289070,4.0,4.0,4.0,4.0,3.5,3.9,I don't know maybe it's just me.. I see it's gettin so much love.. &quot;is it my palate or is it the beer?&quot; that is the question... forget that &quot;to be or not to be crap&quot;... : ).. last year I just started falling in love with DIPAs and Hopslam blew me away... since then I've had my share.. drank some pliny's and sculpins.. i'll tell ya flower power is good stuff and holy crap nebco's gandhi-bot is unbelievable... it didn't matter in a way i still wanted this stuff and couldn't wait to get it.. my man seplo from here moved away and sent some to me and smutty33.. neither of us is impressed. don't know if our palates changed or what.. it's not horrible... but i'm doin backflips.. to sweet.. where's the big hops?,13026,3527,4.43,10.0,82,80,1232276400.0,"United States, Connecticut","United States, Michigan","Bell's Brewery, Inc.",312,unknown
1801379,16814,46317,American Double / Imperial IPA,1316167200,goblinmunkey7.181625,4.0,4.5,5.0,5.0,4.5,4.72,"Thanks to my local beer store for this surprise.Appearance: Hazy copper. Pours on the heavy side with almost no head. What head there is, is bright white and slightly sticky. Lacing is decent, but not too crazy. Smell: Resin, citrus rind/zest, faint spiciness, and a big floral push. Big juicy, oily hops. Smells like a crazy wet hop beer. The hop aromas are incredibly fresh and clean. Malts are sweet and bready, but work to flesh out the back of the big hop nose. Caramel and cotton candy as well. The sweetness is a little distracting overall, working in contrast to the hops.Taste: Pine everywhere. Dank, resinous, and juicy. Hops are oily and spread across the mouth. The sweetness from the nose brightens the whole thing up and lets you know more is coming. I'm still getting cotton candy and caramel in abundance, but they play through the back of the hop profile. A hint of something tropical (mango?) as well. Tons of flavor, but it's shockingly non-aggressive. Big chewy malt presence helps even things out.Mouthfeel: This might be a new standard for the style. Low carbonation and a big chewy body. Creamy, smooth, and almost silly drinkable. Coats the mouth, dries it out a touch, and then keeps on going with waves of smooth hop flavor. Overall: The fact that this is now available in cans is crazy. I had it on tap 3 years ago and wasn't impressed. Tastes change, but I hope this beer doesn't. A great testament to the style.",13426,2379,4.65,8.0,1039,1039,1198494000.0,"United States, Massachusetts","United States, Vermont",The Alchemist Brewery and Visitors Center,27,can
1377676,55081,192,American IPA,1290164400,thedoubler55.447595,3.5,3.5,4.0,3.5,3.0,3.45,"A - copper in color, slight lace that decimates quickly S - Pleasing smell, very fruity T - Bitter at the end, but taste of grapefruit hops and citrus are strong M - Crisp and soothingD - A very ok IPA, I would definitely drink it again, but not a lot.",5936,1315,3.83,6.5,417,417,1270980000.0,"United States, New Jersey","United States, Colorado",New Belgium Brewing,298,unknown
92689,26887,7944,English Strong Ale,1170759600,metalmonk.23052,4.0,4.0,3.5,4.5,4.0,4.15,"Pours a big rocky head that lasts almost five minutes before minimizing, on top of an insanely clear ruby/amber with a variety of bubble sizes and speeds. Malty nose brings in mellow spices, and something smells like freshly churned butter. Hops are present in the background. Also a kind of wet algae spunk...am I losing it and having an acid flashback, or does this smell odd? I do like it.Flavorwise, hops are in abundance, while the malt tries to offset them. But wow, this is a bitter, spicy ale, with a good fruity background that keeps things from getting too intense. The finish is a bruiser: acidic fruits that linger a long while. All through the drinking it recalls puckery sour green apples.Mouthfeel is buttery and very well-carbonated, maybe a bit thin compared to those aggressive flavors.Nothing wrong with this one, unless you're not into wild, spikey, spicy brews. It's definitely not an every day go-to beer, but I found it unique and interesting, and it gives the whole true-to-style thing the finger. Yeah, a seriously bad elf.",206,131,3.37,9.0,1539,1539,1118138400.0,"United States, North Carolina",England,Ridgeway Brewing,34,unknown
