,beer_id,brewery_id,style,date,user_id,appearance,aroma,palate,taste,overall,rating,text,beer_nbr_ratings,beer_nbr_reviews,avg,abv,user_nbr_ratings,user_nbr_reviews,user_joined,user_location,brewery_location,name,brewery_nbr_beers,true_serving_type
264478,1641,613,German Pilsener,1217412000,patrickjr.213570,3.0,3.5,4.0,3.5,4.5,3.72,"Poured from a 12 oz bottle into pilsner glass.A - Clear, pale yellow. A finger or less of head reduces to a thin collar with some minimal lacing.S - Strong spicy hops balanced by a touch of sweet malt.T - In line with the nose. A clean, thin, malt profile builds in sweetness through mid palate, and then gives way to the spicy hop flavor. Malt is very bready and biscuity leading into flavors of white pepper, salt, grass, and even a touch of coriander from the hops.M - Crisp and highly carbonated, and a little thicker than others of the style. Thickness helps balance out the bitterness present in other German Pils.D - A wonderful beer, probably the pilsner most suited to my tastes. I wouldn't mind making a night of these, especially with the low ABV.",1814,816,3.49,4.8,631,631,1208772000.0,"United States, North Carolina",Germany,Bitburger Brauerei,24,bottle
807997,8037,610,American Double / Imperial IPA,1387623600,scotorum.734387,4.5,4.25,4.0,4.0,4.25,4.14,"Bottled 11/10/13. &quot;Vintage 2013&quot; reads a small label on the neck of the bottle.Poured from the 12 oz. bottle into a Sierra Nevada IPA glass.a: Clear amber with a two inch tall white head which receded to rocky surface foam and dense lacing.s: Intense pine and citrus.t: Piney hops forward in a blast over a moderate malt base. Sticky afterfeel with lingering bitterness at the sides of the tongue and elsewhere.m: Medium, lingers in the mouth as though sticky. Very smooth otherwise.o: Excellent DIPA. Expecting a bit more flavor considering its high rating, but certainly a top flight brew in its style.",2155,507,4.24,8.3,1050,952,1369735200.0,"United States, Massachusetts","United States, California",Bear Republic Brewing Co.,231,bottle
1763023,35470,15189,Belgian Pale Ale,1311328800,tdm168.489997,4.0,3.5,3.5,3.5,3.5,3.53,"On tap at the brewery's tasting roomPours and orangish amber. Smells of Belgian yeast and coriander. Tastes of wheat, yeast, and mild coriander spice. Well carbonated; light to medium bodied.Not bad. Definitely one of the better year round offerings from Big Boss.",290,109,3.56,7.0,4040,1717,1281434400.0,"United States, Pennsylvania","United States, North Carolina",Big Boss Brewing,78,draft
165876,5990,2385,English India Pale Ale (IPA),1223114400,grimmreaper.155162,4.0,3.5,3.5,4.0,4.0,3.83,"Pours a lite copper orange color with an off whiteish head about 2 fingers high and leaves some mild lacing.Nose is of pine and floral some wet grass,that's about all i get.Taste if of pine with a tangy edge to it,got a sharp bitterness to it with each sip,mild floral comes thru,quite hoppy and thin and kinda watery as it goes down,finish's off flat,not a bad brew,did'nt mind it at all,but i think theres a lot of better ones out there,well worth a try though.",35,21,3.63,5.4,135,135,1188122400.0,Canada,Canada,Lighthouse Brewing Company,57,unknown
260383,6580,39,Märzen / Oktoberfest,1313056800,chaingangguy.8942,3.5,4.0,4.0,4.0,3.5,3.87,"16 ounce pint - $6.75 at Taco Mac in Woodstock, Georgia.Appearance: Arrived at my corner of the bar a hazed, amber-hued body with a slimming, bone white head.Smell: Modestly sweet-scented toffee flecked toasted grains with an element of dark fruit as well as ripe orchard fruit.Taste: Lightly grainy, lightly toasted sliced bread given a touch of sweet toffee candy. Fruitiness of golden raisins with more than a hint of apple peel. Small measure of yeastiness. Slightly steely, herbal hops with a subtle, balancing bitterness. Drying, malty finish with a continued accent of mild dried herbs.Mouthfeel: Medium-light body. Medium-plus carbonation.Overall: Packs more punch than their Oktober Fest-Märzen, so, yeah, can't we just dump that brew in favor of this one? No rush, simply a suggestion. It's just something to think about, really.",43,23,3.99,5.8,4738,4736,1096279200.0,"United States, Georgia",Germany,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,18,unknown
405676,1666,623,Euro Pale Lager,1092045600,shirfan.416,3.0,3.0,2.5,2.5,2.5,2.65,"Clear, medium gold in color, with a passable but thinning white head.Aroma is of plain lager malt, slightly grassy and cooked smelling.Taste: Could be any of dozens of pedestrian pale lagers. Not much in the way of noble hops, although there is a faintly detectable level, unlike many offerings from this side of the atlantic.A grassy, metallic malt taste predominates; almost a burnt popcorn note works its way into an otherwise passable malt backbone. Slippery, not quite wholesome mouthfeel. Poland can keep the rest of this.",936,394,3.07,5.6,456,456,1021975200.0,"United States, New York",Poland,Zywiec Breweries PLC (Heineken),27,unknown
1915841,27837,4,Saison / Farmhouse Ale,1401530400,stinkypuss.209764,3.75,4.0,3.25,4.0,4.0,3.91,"Pours a bright copper color with great clarity and a quickly diminishing head.Smell is musty, vinegar like and malty. Kind of fruity with a kiss of malt vinegar.In the taste, nice sourness, more of a winesque tartness. Wine and some funk, light oak. The body is light, carbonation is low.Overall the flavors are sublime and it drinks really smooth. It was delicious and moderately complex, my review is nothing compared to this beer. It's hard to describe.",1406,453,4.19,10.6,3200,3199,1207562400.0,"United States, Pennsylvania","United States, Maine",Allagash Brewing Company,150,unknown
300287,2409,412,Schwarzbier,1118570400,tongorad.6623,5.0,4.0,4.5,4.5,5.0,4.51,"Pours a crystal clear deep translucent brown color with hints of red and a dense two-finger tan head. A thing of beauty.Bouquet is mild yet thoroughly enjoyable with a nice blend of dark caramel, raisins, mocha and some grassy hops.The flavor features a nifty little tug of war between the caramel and mocha flavors. The finish is crisp and bitterness is at a very respectable level. This is a hell of a session beer- nothing becomes dominant, everything is in perfect balance and there is enough complexity to keep it interesting even after a couple. A classic.",679,393,4.03,4.9,201,173,1086256800.0,"United States, New Jersey",Germany,Kulmbacher Brauerei AG,48,unknown
2539010,29687,395,American Double / Imperial Stout,1248861600,huguey.352872,4.5,4.0,3.0,3.0,3.0,3.33,"12 Oz. Bottle, poured into Rare Vos glass.This seemingly is a completely different brew. Saltyness prevails, there is no smokiness, no bourbon flavor, no coffee, a little maltiness. I'd recommend having this on tap. If you can find the bottle, you are close enough to find it on tap at a BBC store.",438,326,3.79,8.5,11,11,1248516000.0,"United States, Kentucky","United States, Kentucky",Bluegrass Brewing Co. - East St. Matthew's,121,bottle
1825182,79835,96,Fruit / Vegetable Beer,1338199200,smcolw.4440,3.0,3.5,4.0,3.5,3.5,3.52,"Appropriately cloudy. Decent starting head but fades far too quickly, leaving no lace.Strong soured blackberry and blueberry aromas. Light wheat, almost approaching a lambic in smell.Think artificial berry Sweettart flavor. It's actually appealing to me. Too sweet for it fit into soured lambic category. Too little wheat for a truly fruit flavored wheat beer. Richer than some wheats. Overall, an innocuous hybrid.",1155,174,3.35,5.5,4695,4659,1074250800.0,"United States, Massachusetts","United States, Vermont",Magic Hat Brewing Company,139,unknown
