Unnamed: 0,beer_id,brewery_id,style,date,user_id,appearance,aroma,palate,taste,overall,rating,text,beer_nbr_ratings,beer_nbr_reviews,avg,abv,user_nbr_ratings,user_nbr_reviews,user_joined,user_location,brewery_location,name,brewery_nbr_beers,true_serving_type
77007,62103,160,English Strong Ale,1499162400,vader444.1171132,4.0,4.0,2.5,2.25,3.0,2.95,"500ml bottle poured into nonic pint glass. I was gifted a case of this. While not ungrateful, I really can't get into it though. Looks great, dark ruby/amber with a pale fluffy head. Smells rich with stewed fruits and dark malts. The flavour lets it down though. I really can't put my finger on the problem but there's a certain plasticky artificial quality that I just don't like. Fortunately a couple of my buddies love it so I'm happy to palm it off on them. Cheers",458,172,3.75,6.6,128,111,1472205600.0,Scotland,England,Wychwood Brewery Company Ltd,75,bottle
1272596,179105,30,American Wild Ale,1455188400,zonker17.617493,3.75,4.0,3.5,3.75,3.75,3.79,"Pours dark golden with thin head that nearly disappears. Slight hop nose with the brett. Taste is very saison like but leaning toward a Tank 7 due to the hops. Carbonation is light and very light for the style. Mouth is medium leaning to the heavier side. The base has potential, but the lack of carbonation make it just a good beer.",176,39,3.82,6.0,1881,332,1314093600.0,"United States, Texas","United States, Colorado",Avery Brewing Company,306,unknown
2188467,42836,63,American Porter,1217498400,slatetank.102045,4.0,4.5,4.0,4.5,4.0,4.32,"I appreciated johnmichaelsen sharing this with me at the Lancaster County Brewer's meeting last night. Poured from the bomber slightly chilled into my tasting glass.A - Dark as night w/ a small head, practically opaque and rich in appearanceS - Very dark malts, raisin, currant, cocoa and toffeeM - A smooth roastiness w/ dry undercurrents, fruit and sweetness w/ a dry alcohol feel as it finishesT - A tasty Imperial Porter! So smooth for 11% a deep bittersweet cocoa taste w/ subtle coffee and nice creamy elments from the yeast. Some nuttiness in the flavor but very rich cocoa like a chocolate pound cake soaked in cocoa liquer comes to mind.D - This is excellent and worth the taste. I am pleased to have been able to try the limited beer - Thanks John. It has some of the qualities of their excellent Black Butte porter, but amped way up and the alcohol really didn't hit me until late into the taste",358,282,4.32,11.0,4533,3507,1160474400.0,"United States, Pennsylvania","United States, Oregon",Deschutes Brewery,431,bottle
2308126,87634,28178,Herbed / Spiced Beer,1368093600,guzzlah.721325,3.5,3.5,3.75,3.0,3.0,3.23,"Brewer's description - A strong dark ale brewed with the 11 herbs and spices traditionally used in curing pastrami: Mustard Seed, Bay Leaf, Red Pepper, Coriander, Ginger, Allspice, Clove, Caraway Seed, Tellicherry Black Peppercorn, Cinnamon &amp; Nutmeg + Rye, Dark Candi Sugar &amp; some Smoked Malt.Well, this didn't remind me of a pastrami on rye sammich. It mostly had the aroma and flavor of a winter warmer. It was sweet and had a big allspice/clove note with a semi-spicy finish. A little mustard was present in the aroma. That was fun. If it was drier, smokier and had more rye, less allspice and a bit of salt, then it *might* taste closer to what the label claims. Regardless, I can't say I enjoyed this beer even if it was called Ninja's Winter Warmer.",112,28,3.59,8.5,131,99,1362222000.0,,"United States, Illinois",Pipeworks Brewing Company,261,unknown
235273,39720,13307,Baltic Porter,1209290400,deltatauhobbit.176683,5.0,3.5,3.5,3.5,3.5,3.59,"Thanks to ncvbc for this bottle.Pours a dark black color, no light shining through, large head that has great retention, leaves patchy lacing all over the place.Smell has a strong coffee presence, some weird smokey aspect as well.Taste is of roasted malt with an interesting burnt coffee bitter aftertaste, some sour funk in the mouth but is mostly covered up by the roasted malt and coffee, carbonation is a bit high and harsh and would be better if it was softer.",77,56,3.59,8.0,1175,1168,1196679600.0,"United States, Maine",Denmark,Mikkeller ApS,795,bottle
1261278,1212,306,Witbier,1070708400,putnam.643,3.5,2.0,3.5,3.0,3.5,2.94,"Looks OK.Egad! What is that nose? Hoppy beers work and earn street creds, right? So what about coriandery beer? Makes sense. Max it out dude! Pulverize a bushel of coriander seeds in a poorly ventilated room, with a dripping faucet and sticky, dried Mountain Dew on the floor and you have the smell of this beer.Perhaps it is a cold vs. warm thing. Maybe ice-cold this would seem refreshing and balanced. But at 45 F it is heavy and awkward. After several sips it deadens all of the right receptors in my head and it begins to seem inviting, on a crude, thirsty, hungry level. Honey is observed wrapping around sun-tosted coriander still on the plant. Asian dishes involving sauteed bean sprouts, bamboo and cilantro are suggested, though never emulated in their naturalness. Iron bitterness closes it out, then explodes, leaving shards of sweetness.",6950,1656,3.4,5.4,832,832,1029924000.0,"United States, Michigan","United States, Colorado",Coors Brewing Company,76,unknown
1419301,65301,23675,American Strong Ale,1332669600,nickfl.68596,4.5,4.5,4.0,4.0,4.0,4.15,"A - poured with a small head of off white foam on a clear, amber colored body. The head settles rapidly and leaves excellent lace.S - a fruity aroma of pine and grapefruit with some caramel malt.T - strong pine and grapefruit hop character up front. Some dark caramel and brown sugar in the middle with a stiff bitterness that carries through to the finish.M - medium thick body, moderate carbonation, and a dry finish.D - the hop character is excellent with a robust malt profile to match. The bitterness is a touch on the harsh side, but overall well balanced.",39,16,4.07,9.5,5328,1990,1141729200.0,"United States, Florida","United States, Arizona",Lumberyard Brewing Company,37,unknown
293796,8555,1315,German Pilsener,1173870000,wmbierguy.1469,3.5,3.5,3.5,4.0,4.0,3.8,"This pours a crystal clear, pale gold.The head was standard, with lacing down the sides of the glass. The hop flavor was pronounced, but not too bitter, and with a faint malty character lingering in the background. A very refreshing German Pilsener, one that I'd definately recommend.",136,86,3.79,4.9,107,107,1044097200.0,"United States, Maryland",Germany,Klosterbrauerei Weltenburg,14,unknown
458249,70339,18680,Saison / Farmhouse Ale,1337162400,zeledonia.270191,4.5,4.0,2.0,4.0,3.5,3.73,"Picked this up on a recent trip across the border. My first beer from this little Wisconsin brewery, and it's my favorite style.Pours an almost-clear golden-orange, with a head that erupts nearly out of the glass. A thick column of bubbles rising up from the base of the glass. Good retention, decent lacing. Quite nice.Smell is earthy and spicy, with a light crisp hop presence on top. A bit of funky yeast with that earth, and a pleasant mix of everything I expect from a saison.Taste is similar - very earthy, with touches of spice, and a difficult-to-describe light fruity flavor in the finish. Good complexity, with the various flavors playing off each other; I like it.Mouthfeel is a problem. Light-bodied. But it's seriously overcarbonated, so that every sip brings an explosion in the mouth, and a series of burps if I don't let it sit in my mouth until the bubbles die down. I left it to sit for a while, and it's less overcarbonated. But even after half an hour on the counter, it's more carbonated than I want it to be.A super earthy saison with some peppery spice. I'd like it a whole lot more if it weren't for that carbonation issue.",19,7,3.8,7.4,1297,930,1227438000.0,"United States, Washington","United States, Wisconsin",Milwaukee Brewing Company,66,unknown
1139242,8312,1628,American IPA,1169895600,gmann.92438,4.0,3.5,3.5,3.5,4.0,3.63,"Pours a golden orange color with a decent off-white head that left some nice lacing. The smell is of caramel malt, a bit metallic, and grassy hops. The taste is a bit grapefruit, caramel malt, and grassy hop. Probably not as hoppy as some hop-heads would like. Has a light to moderate mouthfeel and has kind of a creamy texture to it. This IPA drinks very well, there is no lingering bitterness that would stand in the way of putting a few back.",488,370,3.62,6.5,2012,1991,1155463200.0,"United States, New York","United States, New York",Southampton Publick House,99,unknown
1549095,1558,26,American Double / Imperial IPA,1238752800,ironlung.246276,4.0,4.5,4.5,4.5,4.0,4.37,"Bomber into AB tulip. Thanks abbddull for the awesome trade!Looks a hazy amber with a pencil-thin head that makes an exit as soon as the pour is complete. Smell is lovely, sweet carmel malt with just the right amount of citrus hops to let you know this is an IPA! I love this beer's taste. It sports a perfect balance to it that eludes my humble discriptors. It's balanced but still has that hop kick to it that I adore. The alchohol is also hidden very well. So well in fact I'm having a hard time believeing this is a 9+%er(wasn't marked anywhere on the bottle). It's nice to try this, as I can compare it to nothing we get here out west(mabye a stretch would be double-dog...mabye)Glad I sought this gem out and thanks again abbddull for getting this one off my wants-list!",6014,1724,4.39,9.5,99,99,1220176800.0,"United States, California","United States, Indiana",3 Floyds Brewing Co.,333,bottle
1804785,64916,22511,Saison / Farmhouse Ale,1473328800,yacobove.957516,4.5,4.5,4.25,4.25,4.25,4.33,"Poured on draft into a Delirium Tremens Belgian Beer Snifter Glass.Look: Pours clear gold with a slight hazeSmell: Tons of honey suckle (as would be expected), strawberry and whipped cream with just a touch of Brett on the end of the noseTaste: Honey, melon and the right amount of Brett with a really long finish that even tingles a bit.  There is a nice bit of bitterness on the finish to counterbalance the sweetness from the honeyMouth Feel: Great weight and nice mouth coating and finishOverall: A great farmhouse ale with the right proportions of sweetness and brettiness (if you have bottles, I'd definitely age some of them -- don't think this will hurt from some time in bottle)",1587,226,4.27,6.4,2,2,1426158000.0,"United States, New York","United States, Vermont",Hill Farmstead Brewery,222,draft
